Date	P	D	E	CPI	Datef	GS10	RealP	RealD	Rtotr	RealE	RealTRE	PE10
2022.03	4391.27	61.97	197.91	287.50	2022.21	2.13	4958.96	69.98	3185852.24	223.50	143583.22	34.27
2022.04	4391.30	62.65	196.03	289.11	2022.29	2.75	4931.46	70.36	3171954.94	220.14	141595.50	33.89
2022.05	4040.36	63.34	194.14	292.30	2022.37	2.90	4487.89	70.35	2890414.06	215.65	138887.28	30.67
2022.06	3898.95	64.02	192.26	296.31	2022.46	3.14	4272.13	70.15	2755219.72	210.66	135861.96	29.05
2022.07	3911.73	64.45	190.58	296.28	2022.54	2.90	4286.64	70.63	2768375.31	208.85	134877.99	29.00
2022.08	4158.56	64.89	188.91	296.17	2022.62	2.90	4558.75	71.13	2947933.63	207.09	133912.68	30.70
2022.09	3850.52	65.32	187.23	296.81	2022.71	3.52	4212.00	71.45	2727559.76	204.81	132626.49	28.23
2022.10	3726.05	65.85	182.40	298.01	2022.79	3.98	4059.38	71.74	2632598.51	198.72	128874.98	27.08
2022.11	3917.49	66.39	177.58	297.71	2022.87	3.89	4272.26	72.40	2774567.64	193.66	125768.96	28.38
2022.12	3912.38	66.92	172.75	296.80	2022.96	3.62	4279.83	73.21	2783445.27	188.97	122902.19	28.32
2023.01	3960.66	67.35	173.56	299.17	2023.04	3.53	4298.27	73.09	2799401.44	188.35	122670.27	28.33
2023.02	4079.68	67.78	174.36	300.84	2023.12	3.75	4402.87	73.15	2871494.14	188.18	122725.98	28.92
2023.03	3968.56	68.21	175.17	301.84	2023.21	3.66	4268.81	73.37	2788048.50	188.42	123062.92	27.94
2023.04	4121.47	68.38	177.12	303.36	2023.29	3.46	4410.97	73.18	2884880.13	189.56	123975.35	28.76
2023.05	4146.17	68.54	179.06	304.13	2023.37	3.57	4426.26	73.17	2898870.85	191.16	125195.32	28.76
2023.06	4345.37	68.71	181.01	305.11	2023.46	3.75	4623.99	73.12	3032356.95	192.62	126315.27	29.94
2023.07	4508.08	68.91	182.09	305.69	2023.54	3.90	4787.99	73.19	3143907.02	193.40	126988.56	30.89
2023.08	4457.36	69.11	183.17	307.03	2023.62	4.17	4713.54	73.08	3099020.04	193.70	127350.64	30.30
2023.09	4409.10	69.31	184.25	307.79	2023.71	4.38	4650.94	73.12	3061870.98	194.36	127951.37	29.80
2023.10	4269.40	69.64	186.98	307.67	2023.79	4.80	4505.32	73.49	2970030.15	197.31	130071.26	28.77
2023.11	4460.06	69.97	189.70	307.05	2023.87	4.50	4716.02	73.99	3112994.99	200.59	132407.43	30.01
2023.12	4685.05	70.30	192.43	306.75	2023.96	4.02	4958.84	74.41	3277374.86	203.68	134612.23	31.45
2024.01	4815.61	70.48	192.08	308.42	2024.04	4.06	5069.42	74.19	3354542.91	202.21	133804.70	32.05
2024.02	5011.96	70.65	191.74	310.33	2024.12	4.21	5243.66	73.92	3473916.95	200.60	132897.52	33.04
2024.03	5170.57	70.82	191.39	312.33	2024.21	4.21	5374.86	73.62	3564900.98	198.95	131955.68	33.75
2024.04	5112.49	71.21	193.18	313.55	2024.29	4.54	5293.87	73.73	3515262.66	200.03	132827.27	33.14
2024.05	5235.23	71.59	194.97	314.07	2024.37	4.48	5411.97	74.01	3597775.55	201.55	133988.17	33.77
2024.06	5415.14	71.98	196.76	314.18	2024.46	4.31	5596.07	74.38	3724282.60	203.33	135322.41	34.81
2024.07	5538.00	72.45	197.93	314.54	2024.54	4.25	5716.40	74.78	3808510.50	204.31	136117.35	35.44
2024.08	5478.21	72.93	199.10	314.80	2024.62	3.87	5650.08	75.21	3768504.76	205.35	136962.38	34.92
2024.09	5621.26	73.40	200.27	315.30	2024.71	3.72	5788.33	75.58	3864914.70	206.22	137696.25	35.66
2024.10	5792.32	73.88	203.57	315.66	2024.79	4.10	5957.61	75.99	3982175.16	209.38	139952.81	36.59
2024.11	5929.92	74.35	206.87	315.49	2024.87	4.36	6102.44	76.52	4083243.47	212.89	142447.31	37.35
2024.12	6010.91	74.83	210.17	315.61	2024.96	4.39	6183.60	76.98	4141837.31	216.21	144818.36	37.71
2025.01	5979.52	75.27	212.34	317.67	2025.04	4.63	6111.30	76.93	4097703.67	217.02	145516.82	37.13
2025.02	6038.69	75.71	214.52	319.08	2025.12	4.45	6144.48	77.03	4124260.12	218.27	146509.02	37.19
2025.03	5683.98	76.15	216.69	319.80	2025.21	4.28	5770.59	77.31	3877625.63	219.99	147826.38	34.78
2025.04	5369.50	76.55	218.64	320.80	2025.29	4.28	5434.39	77.47	3656046.61	221.28	148867.95	32.62
2025.05	5810.92	76.95	220.58	321.47	2025.37	4.42	5868.89	77.72	3952719.18	222.78	150045.78	35.08
2025.06	6029.95	77.35	222.53	322.56	2025.46	4.38	6069.41	77.86	4092142.58	223.99	151016.88	36.11
